Jurisdiccion; Departamento;Nombre Institucion;Estado_ETP;Gestion;Matricula_Total;Matricula_Varones;Matricula_Mujeres;ORIENTACION;TIPO INST
Buenos Aires;San Miguel;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 01 Nuestra Señora del Valle;Institución de ETP;Estatal;647;566;81;Industrial;SEC TEC
Buenos Aires;Hurlingham;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 01 Organización de Estados Americanos;Institución de ETP;Estatal;191;146;45;Industrial;SEC TEC
Buenos Aires;Nueve de Julio;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 01 Otto Krause;Institución de ETP;Estatal;120;68;52;Servicios;SEC TEC
Buenos Aires;Tres Lomas;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 01 Prof. Jorge Alberto Sábato;Institución de ETP;Estatal;260;144;116;Industrial;SEC TEC
Buenos Aires;Pehuajó;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 01 Prof. Julio Rodriguez;Institución de ETP;Estatal;157;117;40;Industrial;SEC TEC
Buenos Aires;La Costa;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 01 Raúl Scalabrini Ortiz;Institución de ETP;Estatal;583;335;248;Industrial;SEC TEC
Buenos Aires;Lobería;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 01 René G. Favaloro;Institución de ETP;Estatal;109;71;38;Industrial;SEC TEC
Buenos Aires;Benito Juárez;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 01 República de México;Institución de ETP;Estatal;244;164;80;Industrial;SEC TEC
Buenos Aires;Ituzaingó;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 01 República del Paraguay;Institución de ETP;Estatal;617;406;211;Industrial;SEC TEC
Buenos Aires;Monte;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 01 Ricardo Güiraldes;Institución de ETP;Estatal;205;135;70;Industrial;SEC TEC
Buenos Aires;Capitán Sarmiento;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 01 Segundo Agustín Luna;Institución de ETP;Estatal;100;72;28;Industrial;SEC TEC
Buenos Aires;La Plata;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 01 Valentín Vergara;Institución de ETP;Estatal;253;162;91;Industrial;SEC TEC
Buenos Aires;Tandil;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 01 VI Brigada Aérea;Institución de ETP;Estatal;55;43;12;Industrial;SEC TEC-FP
Buenos Aires;Escobar;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 ;Institución de ETP;Estatal;812;468;344;Industrial;SEC TEC
Buenos Aires;Lomas de Zamora;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 ;Institución de ETP;Estatal;244;203;41;Servicios;SEC TEC
Buenos Aires;Pergamino;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 ;Institución de ETP;Estatal;83;43;40;Servicios;SEC TEC
Buenos Aires;Ramallo;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 ;Institución de ETP;Estatal;86;61;25;Industrial;SEC TEC
Buenos Aires;Tigre;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 ;Institución de ETP;Estatal;374;302;72;Industrial;SEC TEC
Buenos Aires;Vicente López;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 ;Institución de ETP;Estatal;197;159;38;Industrial;SEC TEC
Buenos Aires;Ituzaingó;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Albert Einstein;Institución de ETP;Estatal;562;461;101;Industrial;SEC TEC
Buenos Aires;General San Martín;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Alemania;Institución de ETP;Estatal;475;332;143;Industrial;SEC TEC
Buenos Aires;Almirante Brown;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Ceferino Namuncurá;Institución de ETP;Estatal;391;250;141;Industrial;SEC TEC
Buenos Aires;Zárate;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Coronel de Marina Tomás Espora;Institución de ETP;Estatal;583;338;245;Industrial;SEC TEC
Buenos Aires;Lanús;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Dr. Valentín Alsina;Institución de ETP;Estatal;262;167;95;Servicios;SEC TEC
Buenos Aires;General Pueyrredón;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Educación y Trabajo;Institución de ETP;Estatal;342;262;80;Industrial;SEC TEC
Buenos Aires;San Isidro;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Escuela de Educación Secundaria Técnica N° 2;Institución de ETP;Estatal;115;82;33;Industrial;SEC TEC
Buenos Aires;Moreno;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Gendarmería Nacional;Institución de ETP;Estatal;980;643;337;Industrial;SEC TEC
Buenos Aires;Avellaneda;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 General Enrique Mosconi;Institución de ETP;Estatal;171;103;68;Industrial;SEC TEC
Buenos Aires;San Nicolás de los Arroyos;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 General Manuel Savio;Institución de ETP;Estatal;554;365;189;Industrial;SEC TEC
Buenos Aires;Necochea;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 General Mariano Necochea;Institución de ETP;Estatal;268;193;75;Industrial;SEC TEC
Buenos Aires;Bahía Blanca;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Ingeniero Cesar Cipolletti;Institución de ETP;Estatal;570;420;150;Industrial;SEC TEC
Buenos Aires;Berisso;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Ingeniero Emilio Rebuelto;Institución de ETP;Estatal;595;401;194;Industrial;SEC TEC
Buenos Aires;Lincoln;"Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Juana Azurduy	";Institución de ETP;Estatal;54;24;30;Servicios;SEC TEC
Buenos Aires;Olavarría;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Luciano Fortabat;Institución de ETP;Estatal;441;357;84;Industrial;SEC TEC
Buenos Aires;Mercedes;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Luis Federico Leloir;Institución de ETP;Estatal;113;64;49;Industrial;SEC TEC
Buenos Aires;San Vicente;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Manuel Mateo;Institución de ETP;Estatal;628;438;190;Industrial;SEC TEC
Buenos Aires;La Matanza;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 María Eva Duarte;Institución de ETP;Estatal;422;326;96;Industrial;SEC TEC
Buenos Aires;Nueve de Julio;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Mercedes V. de Labbé;Institución de ETP;Estatal;576;330;246;Industrial;SEC TEC
Buenos Aires;José C. Paz;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Nikola Tesla;Institución de ETP;Estatal;559;438;121;Industrial;SEC TEC
Buenos Aires;Junín;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Patricias Argentinas;Institución de ETP;Estatal;158;94;64;Servicios;SEC TEC
Buenos Aires;Quilmes;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Paula Albarracín de Sarmiento;Institución de ETP;Estatal;809;618;191;Industrial;SEC TEC
Buenos Aires;San Fernando;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Pbro. Dr. Manuel de San Ginés;Institución de ETP;Estatal;556;389;167;Industrial;SEC TEC
Buenos Aires;Berazategui;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Provincia de la Rioja;Institución de ETP;Estatal;461;367;94;Industrial;SEC TEC
Buenos Aires;San Miguel;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 República Argentina;Institución de ETP;Estatal;282;167;115;Industrial;SEC TEC
Buenos Aires;La Plata;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 República de Italia;Institución de ETP;Estatal;271;197;74;Industrial;SEC TEC
Buenos Aires;Merlo;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 República de Venezuela;Institución de ETP;Estatal;1181;750;431;Industrial;SEC TEC
Buenos Aires;Hurlingham;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 República del Perú;Institución de ETP;Estatal;498;317;181;Industrial;SEC TEC
Buenos Aires;Florencio Varela;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Rodolfo Walsh;Institución de ETP;Estatal;975;685;290;Industrial;SEC TEC
Buenos Aires;Ensenada;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Santiago de Liniers;Institución de ETP;Estatal;385;228;157;Industrial;SEC TEC
Buenos Aires;Tres de Febrero;"Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Tres de Febrero	";Institución de ETP;Estatal;577;478;99;Industrial;SEC TEC
Buenos Aires;Azul;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 02 Vicente Pereda;Institución de ETP;Estatal;243;199;44;Industrial;SEC TEC
Buenos Aires;Almirante Brown;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 ;Institución de ETP;Estatal;387;276;111;Industrial;SEC TEC
Buenos Aires;Merlo;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 ;Institución de ETP;Estatal;317;259;58;Industrial;SEC TEC
Buenos Aires;San Isidro;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 15 de Septiembre;Institución de ETP;Estatal;236;204;32;Industrial;SEC TEC
Buenos Aires;San Fernando;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 Capitán de Fragata Carlos María Moyano;Institución de ETP;Estatal;285;173;112;Industrial;SEC TEC
Buenos Aires;General Pueyrredón;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 Domingo Faustino Sarmiento;Institución de ETP;Estatal;930;711;219;Industrial;SEC TEC
Buenos Aires;Tandil;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 Dr. Norberto Piñero;Institución de ETP;Estatal;216;119;97;Industrial;SEC TEC
Buenos Aires;Bahía Blanca;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 Dr. René Favaloro;Institución de ETP;Estatal;306;179;127;Industrial;SEC TEC
Buenos Aires;Escobar;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 Eva Perón;Institución de ETP;Estatal;1494;994;500;Industrial;SEC TEC
Buenos Aires;José C. Paz;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 Evita;Institución de ETP;Estatal;300;164;136;Servicios;SEC TEC
Buenos Aires;La Plata;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 Fray Luis Beltrán;Institución de ETP;Estatal;333;233;100;Industrial;SEC TEC
Buenos Aires;Lomas de Zamora;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 Guillermo Kraft;Institución de ETP;Estatal;553;395;158;Industrial;SEC TEC
Buenos Aires;Vicente López;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 Hipólito Yrigoyen;Institución de ETP;Estatal;77;49;28;Servicios;SEC TEC
Buenos Aires;Zárate;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 Ingeniero Agustín Rocca;Institución de ETP;Estatal;477;264;213;Servicios;SEC TEC
Buenos Aires;Lanús;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 Islas Malvinas;Institución de ETP;Estatal;121;80;41;Industrial;SEC TEC
Buenos Aires;San Miguel;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 Japón;Institución de ETP;Estatal;890;731;159;Industrial;SEC TEC
Buenos Aires;San Nicolás de los Arroyos;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 Juan Bautista Alberdi ;Institución de ETP;Estatal;172;123;49;Industrial;SEC TEC
Buenos Aires;La Matanza;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 Manuel Belgrano;Institución de ETP;Estatal;390;252;138;Industrial;SEC TEC
Buenos Aires;Necochea;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 NIKOLA TESLA;Institución de ETP;Estatal;409;211;198;Servicios;SEC TEC
Buenos Aires;Tres de Febrero;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 Nuestra Señora de la Merced;Institución de ETP;Estatal;331;196;135;Industrial;SEC TEC
Buenos Aires;Berazategui;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 Politécnico de Berazategui;Institución de ETP;Estatal;949;676;273;Industrial;SEC TEC
Buenos Aires;General San Martín;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 Prefectura Naval Argentina;Institución de ETP;Estatal;629;344;285;Industrial;SEC TEC
Buenos Aires;Quilmes;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 República de Italia;Institución de ETP;Estatal;804;563;241;Industrial;SEC TEC
Buenos Aires;Avellaneda;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 República de México;Institución de ETP;Estatal;361;234;127;Industrial;SEC TEC
Buenos Aires;Malvinas Argentinas;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 Roberto Arlt;Institución de ETP;Estatal;398;241;157;Industrial;SEC TEC
Buenos Aires;Tigre;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 03 Unión Industrial Argentina;Institución de ETP;Estatal;571;403;168;Industrial;SEC TEC
Buenos Aires;Lomas de Zamora;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 04 ;Institución de ETP;Estatal;565;449;116;Industrial;SEC TEC
Buenos Aires;Tigre;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 04 ;Institución de ETP;Estatal;301;238;63;Industrial;SEC TEC
Buenos Aires;Zárate;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 04 ;Institución de ETP;Estatal;338;269;69;Industrial;SEC TEC
Buenos Aires;San Nicolás de los Arroyos;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 04 Acuerdo de San Nicolás de los Arroyos;Institución de ETP;Estatal;184;107;77;Servicios;SEC TEC
Buenos Aires;General Pueyrredón;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 04 Alfonsina Storni;Institución de ETP;Estatal;297;175;122;Industrial;SEC TEC
Buenos Aires;Bahía Blanca;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 04 Antártida;Institución de ETP;Estatal;874;571;303;Industrial;SEC TEC
Buenos Aires;Avellaneda;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 04 Dr. Ernesto Longobardi;Institución de ETP;Estatal;432;243;189;Industrial;SEC TEC
Buenos Aires;Tres de Febrero;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 04 Ejército de los Andes;Institución de ETP;Estatal;104;65;39;Industrial;SEC TEC
Buenos Aires;San Isidro;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 04 Estado Plurinacional de Bolivia;Institución de ETP;Estatal;202;157;45;Industrial;SEC TEC
Buenos Aires;Vicente López;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 04 General Martín Miguel de Güemes;Institución de ETP;Estatal;185;125;60;Industrial;SEC TEC
Buenos Aires;General San Martín;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 04 Ingeniero Emilio Mitre;Institución de ETP;Estatal;705;510;195;Industrial;SEC TEC
Buenos Aires;La Plata;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 04 José Antonio Álvarez Condarco;Institución de ETP;Estatal;451;262;189;Industrial;SEC TEC
Buenos Aires;La Matanza;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 04 Juan Manuel Fangio;Institución de ETP;Estatal;560;507;53;Industrial;SEC TEC
Buenos Aires;Lanús;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 04 Martín Miguel de Güemes;Institución de ETP;Estatal;215;140;75;Industrial;SEC TEC
Buenos Aires;Merlo;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 04 Pedro Benoit;Institución de ETP;Estatal;577;370;207;Industrial;SEC TEC
Buenos Aires;Berazategui;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 04 Prof. Ricardo Alberto Lopez;Institución de ETP;Estatal;456;322;134;Servicios;SEC TEC
Buenos Aires;Morón;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 04 Profesor Héctor Ángel Laguarde;Institución de ETP;Estatal;437;369;68;Industrial;SEC TEC
Buenos Aires;Florencio Varela;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 04 Profesor Jorge A. Sabato;Institución de ETP;Estatal;487;386;101;Industrial;SEC TEC
Buenos Aires;General Pueyrredón;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 05 Amancio Williams;Institución de ETP;Estatal;495;423;72;Industrial;SEC TEC
Buenos Aires;Lomas de Zamora;"Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 05 Dos de Abril	";Institución de ETP;Estatal;818;757;61;Industrial;SEC TEC
Buenos Aires;Avellaneda;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 05 Dr. Salvador Debenedetti;Institución de ETP;Estatal;404;298;106;Industrial;SEC TEC
Buenos Aires;General San Martín;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 05 Galileo Galilei;Institución de ETP;Estatal;465;315;150;Servicios;SEC TEC
Buenos Aires;La Plata;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 05 General Manuel Savio;Institución de ETP;Estatal;455;296;159;Industrial;SEC TEC
Buenos Aires;Lanús;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 05 John F. Kennedy;Institución de ETP;Estatal;653;536;117;Industrial;SEC TEC
Buenos Aires;San Nicolás de los Arroyos;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 05 José Antonio Bocarena;Institución de ETP;Estatal;251;169;82;Servicios;SEC TEC
Buenos Aires;Tigre;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 05 Raúl Scalabrini Ortiz;Institución de ETP;Estatal;466;352;114;Industrial;SEC TEC
Buenos Aires;Quilmes;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 05 Reino de España;Institución de ETP;Estatal;301;112;189;Servicios;SEC TEC
Buenos Aires;La Matanza;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 05 Roberto Noble;Institución de ETP;Estatal;485;302;183;Industrial;SEC TEC
Buenos Aires;Avellaneda;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 06 ;Institución de ETP;Estatal;255;198;57;Industrial;SEC TEC
Buenos Aires;La Matanza;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 06 ;Institución de ETP;Estatal;672;493;179;Industrial;SEC TEC
Buenos Aires;Tandil;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 06 ;Institución de ETP;Estatal;17;9;8;Industrial;SEC TEC
Buenos Aires;San Nicolás de los Arroyos;"Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 06 ""SIDERURGIA ARGENTINA""";Institución de ETP;Estatal;343;248;95;Industrial;SEC TEC
Buenos Aires;La Plata;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 06 Albert Thomas;Institución de ETP;Estatal;860;567;293;Industrial;SEC TEC
Buenos Aires;Morón;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 06 Chacabuco;Institución de ETP;Estatal;669;562;107;Industrial;SEC TEC
Buenos Aires;Quilmes;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 06 Combate de San Lorenzo;Institución de ETP;Estatal;458;366;92;Industrial;SEC TEC
Buenos Aires;Lanús;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 06 Ferrocarriles Argentinos;Institución de ETP;Estatal;102;82;20;Industrial;SEC TEC
Buenos Aires;Lomas de Zamora;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 06 Ingeniero Juan V. Passalacqua;Institución de ETP;Estatal;631;483;148;Industrial;SEC TEC
Buenos Aires;Avellaneda;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 07 José Hernández ;Institución de ETP;Estatal;645;450;195;Servicios;SEC TEC
Buenos Aires;La Plata;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 07 Laura Rosende Mitre de Mendonca;Institución de ETP;Estatal;173;85;88;Servicios;SEC TEC
Buenos Aires;Lomas de Zamora;Escuela de Educación Secundaria Técnica (E.E.S.T.) Nº 07 MANUEL SADOSKY;Institución de ETP;Estatal;219;166;53;Servicios;SEC TEC
